Xpath,Type
/Return/ReturnData/IRS990/OtherExpensesGrp/FundraisingAmt,USAmountType
/Return/ReturnData/IRS990/OtherExpensesGrp/ManagementAndGeneralAmt,USAmountType
/Return/ReturnData/IRS990/OtherExpensesGrp/ProgramServicesAmt,USAmountType
/Return/ReturnData/IRS990/OtherExpensesGrp/TotalAmt,USAmountType
/Return/ReturnData/IRS990/OtherInd,CheckboxType
/Return/ReturnData/IRS990/OtherInvestmentIncome,USAmountNNType
/Return/ReturnData/IRS990/OtherInvestmentIncomePartVII/BusinessCode,StringType
/Return/ReturnData/IRS990/OtherInvestmentIncomePartVII/UnrelatedBusinessIncomeAmount,USAmountNNType
/Return/ReturnData/IRS990/OtherLiabilities/BOY,USAmountType
/Return/ReturnData/IRS990/OtherLiabilities/EOY,USAmountType
/Return/ReturnData/IRS990/OtherLiabilitiesGrp/BOYAmt,USAmountType
/Return/ReturnData/IRS990/OtherLiabilitiesGrp/EOYAmt,USAmountType
/Return/ReturnData/IRS990/OtherLiabilitiesTotal/BOY,USAmountNNType
/Return/ReturnData/IRS990/OtherLiabilitiesTotal/EOY,USAmountType
/Return/ReturnData/IRS990/OtherNotesAndLoansReceivable,USAmountNNType
/Return/ReturnData/IRS990/OtherNotesLoansReceivableNet/BOY,USAmountType
/Return/ReturnData/IRS990/OtherNotesLoansReceivableNet/EOY,USAmountType
/Return/ReturnData/IRS990/OtherOrganizationDsc,LineExplanationType
/Return/ReturnData/IRS990/OtherRcvblAllowanceDbtflAcct,USAmountNNType
/Return/ReturnData/IRS990/OtherRevenue,USAmountType
/Return/ReturnData/IRS990/OtherRevenueCurrentYear,USAmountType
/Return/ReturnData/IRS990/OtherRevenueDescribed/BusinessCode,StringType
/Return/ReturnData/IRS990/OtherRevenueDescribed/Description,LineExplanationType
/Return/ReturnData/IRS990/OtherRevenueDescribed/ExclusionAmount,USAmountType
/Return/ReturnData/IRS990/OtherRevenueDescribed/ExclusionCode,IntegerType
/Return/ReturnData/IRS990/OtherRevenueDescribed/RelatedOrExemptFunctionIncome,USAmountType
/Return/ReturnData/IRS990/OtherRevenueDescribed/UnrelatedBusinessIncomeAmount,USAmountType
/Return/ReturnData/IRS990/OtherRevenueMisc/BusinessCode,StringType
/Return/ReturnData/IRS990/OtherRevenueMisc/Description,LineExplanationType
/Return/ReturnData/IRS990/OtherRevenueMisc/ExclusionAmount,USAmountType
/Return/ReturnData/IRS990/OtherRevenueMisc/RelatedOrExemptFunctionIncome,USAmountType
/Return/ReturnData/IRS990/OtherRevenueMisc/TotalRevenueColumn,USAmountType
/Return/ReturnData/IRS990/OtherRevenueMisc/UnrelatedBusinessRevenue,USAmountType
/Return/ReturnData/IRS990/OtherRevenueMiscGrp/BusinessCd,StringType
/Return/ReturnData/IRS990/OtherRevenueMiscGrp/Desc,LineExplanationType
/Return/ReturnData/IRS990/OtherRevenueMiscGrp/ExclusionAmt,USAmountType
/Return/ReturnData/IRS990/OtherRevenueMiscGrp/RelatedOrExemptFuncIncomeAmt,USAmountType
/Return/ReturnData/IRS990/OtherRevenueMiscGrp/TotalRevenueColumnAmt,USAmountType
/Return/ReturnData/IRS990/OtherRevenueMiscGrp/UnrelatedBusinessRevenueAmt,USAmountType
/Return/ReturnData/IRS990/OtherRevenuePriorYear,USAmountType
/Return/ReturnData/IRS990/OtherRevenueTotalAmt,USAmountType
/Return/ReturnData/IRS990/OtherSalariesAndWages/Fundraising,USAmountType
/Return/ReturnData/IRS990/OtherSalariesAndWages/ManagementAndGeneral,USAmountType
/Return/ReturnData/IRS990/OtherSalariesAndWages/ProgramServices,USAmountType
/Return/ReturnData/IRS990/OtherSalariesAndWages/Total,USAmountType
/Return/ReturnData/IRS990/OtherSalariesAndWagesGrp/FundraisingAmt,USAmountType
/Return/ReturnData/IRS990/OtherSalariesAndWagesGrp/ManagementAndGeneralAmt,USAmountType
/Return/ReturnData/IRS990/OtherSalariesAndWagesGrp/ProgramServicesAmt,USAmountType
/Return/ReturnData/IRS990/OtherSalariesAndWagesGrp/TotalAmt,USAmountType
/Return/ReturnData/IRS990/OtherSourcesGrossIncomeAmt,USAmountType
/Return/ReturnData/IRS990/OtherWebsite,CheckboxType
/Return/ReturnData/IRS990/OtherWebsiteInd,CheckboxType
/Return/ReturnData/IRS990/OthNotesLoansReceivableNetGrp/BOYAmt,USAmountType
/Return/ReturnData/IRS990/OthNotesLoansReceivableNetGrp/EOYAmt,USAmountType
/Return/ReturnData/IRS990/OwnershipOfTaxableCorporation,BooleanType
/Return/ReturnData/IRS990/OwnWebsite,CheckboxType
/Return/ReturnData/IRS990/OwnWebsiteInd,CheckboxType
/Return/ReturnData/IRS990/PaidInCapSrplsLandBldgEqpFund/BOY,USAmountType
/Return/ReturnData/IRS990/PaidInCapSrplsLandBldgEqpFund/EOY,USAmountType
/Return/ReturnData/IRS990/PaidinOrCapitalSurplusEtc/BOY,USAmountType
/Return/ReturnData/IRS990/PaidinOrCapitalSurplusEtc/EOY,USAmountType
/Return/ReturnData/IRS990/PartialLiquidation,BooleanType
/Return/ReturnData/IRS990/PartialLiquidationInd,BooleanType
/Return/ReturnData/IRS990/PartIVAInvstExpensesNotOnLn6b,USAmountType
/Return/ReturnData/IRS990/PartIVALineaMinusLineb,USAmountType
/Return/ReturnData/IRS990/PartIVBInvstExpensesNotOn6b,USAmountType
/Return/ReturnData/IRS990/PartIVBLineaMinusLineb,USAmountType
/Return/ReturnData/IRS990/PaymentsToAffiliates/Fundraising,USAmountType
/Return/ReturnData/IRS990/PaymentsToAffiliates/ManagementAndGeneral,USAmountType
/Return/ReturnData/IRS990/PaymentsToAffiliates/ProgramServices,USAmountType
/Return/ReturnData/IRS990/PaymentsToAffiliates/Total,USAmountType
/Return/ReturnData/IRS990/PaymentsToAffiliatesGrp/FundraisingAmt,USAmountType
/Return/ReturnData/IRS990/PaymentsToAffiliatesGrp/ManagementAndGeneralAmt,USAmountType
/Return/ReturnData/IRS990/PaymentsToAffiliatesGrp/ProgramServicesAmt,USAmountType
/Return/ReturnData/IRS990/PaymentsToAffiliatesGrp/TotalAmt,USAmountType
/Return/ReturnData/IRS990/PayPremiumsPrsnlBnftCntrctInd,BooleanType
/Return/ReturnData/IRS990/PayrollTaxes/Fundraising,USAmountType
/Return/ReturnData/IRS990/PayrollTaxes/ManagementAndGeneral,USAmountType
/Return/ReturnData/IRS990/PayrollTaxes/ProgramServices,USAmountType
/Return/ReturnData/IRS990/PayrollTaxes/Total,USAmountType
/Return/ReturnData/IRS990/PayrollTaxesGrp/FundraisingAmt,USAmountType
/Return/ReturnData/IRS990/PayrollTaxesGrp/ManagementAndGeneralAmt,USAmountType
/Return/ReturnData/IRS990/PayrollTaxesGrp/ProgramServicesAmt,USAmountType
/Return/ReturnData/IRS990/PayrollTaxesGrp/TotalAmt,USAmountType
/Return/ReturnData/IRS990/PdInCapSrplsLandBldgEqpFundGrp/BOYAmt,USAmountType
/Return/ReturnData/IRS990/PdInCapSrplsLandBldgEqpFundGrp/EOYAmt,USAmountType
/Return/ReturnData/IRS990/PensionPlanContributions/Fundraising,USAmountType
/Return/ReturnData/IRS990/PensionPlanContributions/ManagementAndGeneral,USAmountType
/Return/ReturnData/IRS990/PensionPlanContributions/ProgramServices,USAmountType
/Return/ReturnData/IRS990/PensionPlanContributions/Total,USAmountType
/Return/ReturnData/IRS990/PensionPlanContributionsGrp/FundraisingAmt,USAmountType
/Return/ReturnData/IRS990/PensionPlanContributionsGrp/ManagementAndGeneralAmt,USAmountType
/Return/ReturnData/IRS990/PensionPlanContributionsGrp/ProgramServicesAmt,USAmountType
/Return/ReturnData/IRS990/PensionPlanContributionsGrp/TotalAmt,USAmountType
/Return/ReturnData/IRS990/PermanentlyRestrictedNetAssets/BOY,USAmountType
/Return/ReturnData/IRS990/PermanentlyRestrictedNetAssets/EOY,USAmountType
/Return/ReturnData/IRS990/PermanentlyRstrNetAssetsGrp/BOYAmt,USAmountType
/Return/ReturnData/IRS990/PermanentlyRstrNetAssetsGrp/EOYAmt,USAmountType
/Return/ReturnData/IRS990/PledgesAndGrantsReceivable/BOY,USAmountType
/Return/ReturnData/IRS990/PledgesAndGrantsReceivable/EOY,USAmountType
/Return/ReturnData/IRS990/PledgesAndGrantsReceivableGrp/BOYAmt,USAmountType
/Return/ReturnData/IRS990/PledgesAndGrantsReceivableGrp/EOYAmt,USAmountType
/Return/ReturnData/IRS990/PledgesRcvblAllowanceDbtflAcct,USAmountNNType
/Return/ReturnData/IRS990/PledgesReceivable,USAmountNNType
/Return/ReturnData/IRS990/PledgesReceivableNet/BOY,USAmountType
/Return/ReturnData/IRS990/PledgesReceivableNet/EOY,USAmountType
/Return/ReturnData/IRS990/PoliciesReferenceChapters,BooleanType
/Return/ReturnData/IRS990/PoliciesReferenceChaptersInd,BooleanType
/Return/ReturnData/IRS990/PoliticalActivities,BooleanType
/Return/ReturnData/IRS990/PoliticalCampaignActyInd,BooleanType
/Return/ReturnData/IRS990/PostageAndShipping/Fundraising,USAmountNNType
/Return/ReturnData/IRS990/PostageAndShipping/ManagementAndGeneral,USAmountNNType
/Return/ReturnData/IRS990/PostageAndShipping/ProgramServices,USAmountNNType
/Return/ReturnData/IRS990/PostageAndShipping/Total,USAmountNNType
/Return/ReturnData/IRS990/PremiumsPaid,BooleanType
/Return/ReturnData/IRS990/PrepaidExpensesDeferredCharges/BOY,USAmountType
/Return/ReturnData/IRS990/PrepaidExpensesDeferredCharges/EOY,USAmountType
/Return/ReturnData/IRS990/PrepaidExpensesDefrdChargesGrp/BOYAmt,USAmountType
/Return/ReturnData/IRS990/PrepaidExpensesDefrdChargesGrp/EOYAmt,USAmountType
/Return/ReturnData/IRS990/PrimaryExemptPurpose,ShortExplanationType
/Return/ReturnData/IRS990/PrincipalOfcrBusinessAddress/BusinessNameLine1,BusinessNameLine1Type
/Return/ReturnData/IRS990/PrincipalOfcrBusinessAddress/BusinessNameLine2,BusinessNameLine2Type
/Return/ReturnData/IRS990/PrincipalOfcrBusinessName/BusinessNameLine1Txt,BusinessNameLine1Type
/Return/ReturnData/IRS990/PrincipalOfcrBusinessName/BusinessNameLine2Txt,BusinessNameLine2Type
/Return/ReturnData/IRS990/PrincipalOfficerNm,PersonNameType
/Return/ReturnData/IRS990/PrintingAndPublication/Fundraising,USAmountNNType
/Return/ReturnData/IRS990/PrintingAndPublication/ManagementAndGeneral,USAmountNNType
/Return/ReturnData/IRS990/PrintingAndPublication/ProgramServices,USAmountNNType
/Return/ReturnData/IRS990/PrintingAndPublication/Total,USAmountNNType
/Return/ReturnData/IRS990/PriorExcessBenefitTransaction,BooleanType
/Return/ReturnData/IRS990/PriorPeriodAdjustmentsAmt,USAmountType
/Return/ReturnData/IRS990/PriorYearAdjustmentsOnLine20,USAmountType
/Return/ReturnData/IRS990/ProfessionalFundraising,BooleanType
/Return/ReturnData/IRS990/ProfessionalFundraisingFees/Fundraising,USAmountNNType
/Return/ReturnData/IRS990/ProfessionalFundraisingFees/ManagementAndGeneral,USAmountNNType
/Return/ReturnData/IRS990/ProfessionalFundraisingFees/ProgramServices,USAmountNNType
/Return/ReturnData/IRS990/ProfessionalFundraisingFees/Total,USAmountNNType
/Return/ReturnData/IRS990/ProfessionalFundraisingInd,BooleanType
/Return/ReturnData/IRS990/ProgramServiceAccomplishments/DescriptionProgramServiceAccom,ExplanationType
/Return/ReturnData/IRS990/ProgramServiceAccomplishments/GrantsAndAllocations,USAmountNNType
/Return/ReturnData/IRS990/ProgramServiceAccomplishments/ProgramServiceExpenses,USAmountNNType
/Return/ReturnData/IRS990/ProgramServiceRevenue/BusinessCode,StringType
/Return/ReturnData/IRS990/ProgramServiceRevenue/Description,LineExplanationType
/Return/ReturnData/IRS990/ProgramServiceRevenue/ExclusionAmount,USAmountType
/Return/ReturnData/IRS990/ProgramServiceRevenue/RelatedOrExemptFunctionIncome,USAmountType
/Return/ReturnData/IRS990/ProgramServiceRevenue/TotalRevenueColumn,USAmountType
/Return/ReturnData/IRS990/ProgramServiceRevenue/UnrelatedBusinessRevenue,USAmountType
/Return/ReturnData/IRS990/ProgramServiceRevenueCY,USAmountType
/Return/ReturnData/IRS990/ProgramServiceRevenueGrp/BusinessCd,StringType
/Return/ReturnData/IRS990/ProgramServiceRevenueGrp/Desc,LineExplanationType
/Return/ReturnData/IRS990/ProgramServiceRevenueGrp/ExclusionAmt,USAmountType
/Return/ReturnData/IRS990/ProgramServiceRevenueGrp/RelatedOrExemptFuncIncomeAmt,USAmountType
/Return/ReturnData/IRS990/ProgramServiceRevenueGrp/TotalRevenueColumnAmt,USAmountType
/Return/ReturnData/IRS990/ProgramServiceRevenueGrp/UnrelatedBusinessRevenueAmt,USAmountType
/Return/ReturnData/IRS990/ProgramServiceRevenuePartVII/BusinessCode,StringType
/Return/ReturnData/IRS990/ProgramServiceRevenuePartVII/Description,LineExplanationType
/Return/ReturnData/IRS990/ProgramServiceRevenuePartVII/ExclusionAmount,USAmountNNType
/Return/ReturnData/IRS990/ProgramServiceRevenuePartVII/ExclusionCode,IntegerType
/Return/ReturnData/IRS990/ProgramServiceRevenuePartVII/RelatedOrExemptFunctionIncome,USAmountNNType
/Return/ReturnData/IRS990/ProgramServiceRevenuePartVII/UnrelatedBusinessIncomeAmount,USAmountNNType
/Return/ReturnData/IRS990/ProgramServiceRevenuePriorYear,USAmountType
/Return/ReturnData/IRS990/ProgramServicesExpenses,USAmountNNType
/Return/ReturnData/IRS990/ProgSrvcAccomActy2Grp/ActivityCd,IntegerNNType
/Return/ReturnData/IRS990/ProgSrvcAccomActy2Grp/Desc,ExplanationType
/Return/ReturnData/IRS990/ProgSrvcAccomActy2Grp/ExpenseAmt,USAmountType
/Return/ReturnData/IRS990/ProgSrvcAccomActy2Grp/GrantAmt,USAmountType
/Return/ReturnData/IRS990/ProgSrvcAccomActy2Grp/RevenueAmt,USAmountType
/Return/ReturnData/IRS990/ProgSrvcAccomActy3Grp/ActivityCd,IntegerNNType
/Return/ReturnData/IRS990/ProgSrvcAccomActy3Grp/Desc,ExplanationType
/Return/ReturnData/IRS990/ProgSrvcAccomActy3Grp/ExpenseAmt,USAmountType
/Return/ReturnData/IRS990/ProgSrvcAccomActy3Grp/GrantAmt,USAmountType
/Return/ReturnData/IRS990/ProgSrvcAccomActy3Grp/RevenueAmt,USAmountType
/Return/ReturnData/IRS990/ProgSrvcAccomActyOtherGrp/ActivityCd,IntegerNNType
/Return/ReturnData/IRS990/ProgSrvcAccomActyOtherGrp/Desc,ExplanationType
/Return/ReturnData/IRS990/ProgSrvcAccomActyOtherGrp/ExpenseAmt,USAmountType
/Return/ReturnData/IRS990/ProgSrvcAccomActyOtherGrp/GrantAmt,USAmountType
/Return/ReturnData/IRS990/ProgSrvcAccomActyOtherGrp/RevenueAmt,USAmountType
/Return/ReturnData/IRS990/ProhibitedTaxShelterTrans,BooleanType
/Return/ReturnData/IRS990/ProhibitedTaxShelterTransInd,BooleanType
/Return/ReturnData/IRS990/PYBenefitsPaidToMembersAmt,USAmountType
/Return/ReturnData/IRS990/PYContributionsGrantsAmt,USAmountType
/Return/ReturnData/IRS990/PYExcessBenefitTransInd,BooleanType
/Return/ReturnData/IRS990/PYGrantsAndSimilarPaidAmt,USAmountType
/Return/ReturnData/IRS990/PYInvestmentIncomeAmt,USAmountType
/Return/ReturnData/IRS990/PymtTravelEntrtnmntPubOfclGrp/FundraisingAmt,USAmountType
/Return/ReturnData/IRS990/PymtTravelEntrtnmntPubOfclGrp/ManagementAndGeneralAmt,USAmountType
/Return/ReturnData/IRS990/PymtTravelEntrtnmntPubOfclGrp/ProgramServicesAmt,USAmountType
/Return/ReturnData/IRS990/PymtTravelEntrtnmntPubOfclGrp/TotalAmt,USAmountType
/Return/ReturnData/IRS990/PYOtherExpensesAmt,USAmountType
/Return/ReturnData/IRS990/PYOtherRevenueAmt,USAmountType
/Return/ReturnData/IRS990/PYProgramServiceRevenueAmt,USAmountType
/Return/ReturnData/IRS990/PYRevenuesLessExpensesAmt,USAmountType
/Return/ReturnData/IRS990/PYSalariesCompEmpBnftPaidAmt,USAmountType
/Return/ReturnData/IRS990/PYTotalExpensesAmt,USAmountType
/Return/ReturnData/IRS990/PYTotalProfFndrsngExpnsAmt,USAmountType
/Return/ReturnData/IRS990/PYTotalRevenueAmt,USAmountType
/Return/ReturnData/IRS990/QuidProQuoContributions,BooleanType
/Return/ReturnData/IRS990/QuidProQuoContributionsInd,BooleanType
/Return/ReturnData/IRS990/QuidProQuoContriDisclInd,BooleanType
/Return/ReturnData/IRS990/QuidProQuoDisclosure,BooleanType
/Return/ReturnData/IRS990/RcvblFromDisqualifiedPrsnGrp/BOYAmt,USAmountType
/Return/ReturnData/IRS990/RcvblFromDisqualifiedPrsnGrp/EOYAmt,USAmountType
/Return/ReturnData/IRS990/RcvFndsToPayPrsnlBnftCntrctInd,BooleanType
/Return/ReturnData/IRS990/ReceivablesFromDisqualPersons/BOY,USAmountType
/Return/ReturnData/IRS990/ReceivablesFromDisqualPersons/EOY,USAmountType
/Return/ReturnData/IRS990/ReceivablesFromOfficersEtc/BOY,USAmountType
/Return/ReturnData/IRS990/ReceivablesFromOfficersEtc/EOY,USAmountType
/Return/ReturnData/IRS990/ReceivablesFromOfficersEtcGrp/BOYAmt,USAmountType
/Return/ReturnData/IRS990/ReceivablesFromOfficersEtcGrp/EOYAmt,USAmountType
/Return/ReturnData/IRS990/ReconcilationOtherChanges,USAmountType
/Return/ReturnData/IRS990/ReconcilationRevenueExpenses,USAmountType
/Return/ReturnData/IRS990/ReconcilationRevenueExpnssAmt,USAmountType
/Return/ReturnData/IRS990/RecoveriesOfPriorYearGrants,USAmountType
/Return/ReturnData/IRS990/RegularMonitoringEnforcement,BooleanType
/Return/ReturnData/IRS990/RegularMonitoringEnfrcInd,BooleanType
/Return/ReturnData/IRS990/RelatedEntity,BooleanType
/Return/ReturnData/IRS990/RelatedEntityInd,BooleanType
/Return/ReturnData/IRS990/RelatedOrganizationCtrlEntInd,BooleanType
/Return/ReturnData/IRS990/RelatedOrganizations,USAmountType
/Return/ReturnData/IRS990/RelatedOrganizationsAmt,USAmountType
/Return/ReturnData/IRS990/RelatedOrgControlledEntity,BooleanType
/Return/ReturnData/IRS990/RentalIncomeOrLoss/Personal,USAmountType
/Return/ReturnData/IRS990/RentalIncomeOrLoss/Real,USAmountType
/Return/ReturnData/IRS990/RentalIncomeOrLossGrp/PersonalAmt,USAmountType
/Return/ReturnData/IRS990/RentalIncomeOrLossGrp/RealAmt,USAmountType
/Return/ReturnData/IRS990/ReportFin48Footnote,BooleanType
/Return/ReturnData/IRS990/ReportInvestmentsOtherSecInd,BooleanType
/Return/ReturnData/IRS990/ReportInvestOthSecurities,BooleanType
/Return/ReturnData/IRS990/ReportLandBldgEquip,BooleanType
/Return/ReturnData/IRS990/ReportLandBuildingEquipmentInd,BooleanType
/Return/ReturnData/IRS990/ReportOtherAssets,BooleanType
/Return/ReturnData/IRS990/ReportOtherAssetsInd,BooleanType
/Return/ReturnData/IRS990/ReportOtherLiabilities,BooleanType
/Return/ReturnData/IRS990/ReportOtherLiabilitiesInd,BooleanType
/Return/ReturnData/IRS990/ReportProgramRelatedInvstInd,BooleanType
/Return/ReturnData/IRS990/ReportProgRelInvest,BooleanType
/Return/ReturnData/IRS990/ReservesMaintainedAmt,USAmountType
/Return/ReturnData/IRS990/RetainedEarningsEndowmentEtc/BOY,USAmountType
/Return/ReturnData/IRS990/RetainedEarningsEndowmentEtc/EOY,USAmountType
/Return/ReturnData/IRS990/Revenue,USAmountType
/Return/ReturnData/IRS990/RevenueAmt,USAmountType
/Return/ReturnData/IRS990/RevenuesLessExpensesCY,USAmountType
/Return/ReturnData/IRS990/RevenuesLessExpensesPriorYear,USAmountType
/Return/ReturnData/IRS990/RlnOfActyToAccomOfExemptPrps/LineNumber,TextType
/Return/ReturnData/IRS990/RlnOfActyToAccomOfExemptPrps/RelationshipStatement,ShortExplanationType
/Return/ReturnData/IRS990/Royalties/Fundraising,USAmountType
/Return/ReturnData/IRS990/Royalties/ManagementAndGeneral,USAmountType
/Return/ReturnData/IRS990/Royalties/ProgramServices,USAmountType
/Return/ReturnData/IRS990/Royalties/Total,USAmountType
/Return/ReturnData/IRS990/RoyaltiesGrp/FundraisingAmt,USAmountType
/Return/ReturnData/IRS990/RoyaltiesGrp/ManagementAndGeneralAmt,USAmountType
/Return/ReturnData/IRS990/RoyaltiesGrp/ProgramServicesAmt,USAmountType
/Return/ReturnData/IRS990/RoyaltiesGrp/TotalAmt,USAmountType
/Return/ReturnData/IRS990/RoyaltiesRevenue/ExclusionAmount,USAmountType
/Return/ReturnData/IRS990/RoyaltiesRevenue/RelatedOrExemptFunctionIncome,USAmountType
/Return/ReturnData/IRS990/RoyaltiesRevenue/TotalRevenueColumn,USAmountType
/Return/ReturnData/IRS990/RoyaltiesRevenue/UnrelatedBusinessRevenue,USAmountType
/Return/ReturnData/IRS990/RoyaltiesRevenueGrp/ExclusionAmt,USAmountType
/Return/ReturnData/IRS990/RoyaltiesRevenueGrp/RelatedOrExemptFuncIncomeAmt,USAmountType
/Return/ReturnData/IRS990/RoyaltiesRevenueGrp/TotalRevenueColumnAmt,USAmountType
/Return/ReturnData/IRS990/RoyaltiesRevenueGrp/UnrelatedBusinessRevenueAmt,USAmountType
/Return/ReturnData/IRS990/RtnEarnEndowmentIncmOthFndsGrp/BOYAmt,USAmountType
/Return/ReturnData/IRS990/RtnEarnEndowmentIncmOthFndsGrp/EOYAmt,USAmountType
/Return/ReturnData/IRS990/SalariesEtcCurrentYear,USAmountType
/Return/ReturnData/IRS990/SalariesEtcPriorYear,USAmountType
/Return/ReturnData/IRS990/SavingsAndTempCashInvestments/BOY,USAmountType
/Return/ReturnData/IRS990/SavingsAndTempCashInvestments/EOY,USAmountType
/Return/ReturnData/IRS990/SavingsAndTempCashInvstGrp/BOYAmt,USAmountType
/Return/ReturnData/IRS990/SavingsAndTempCashInvstGrp/EOYAmt,USAmountType
/Return/ReturnData/IRS990/ScheduleBNotRequired,CheckboxType
/Return/ReturnData/IRS990/ScheduleBRequired,BooleanType
/Return/ReturnData/IRS990/ScheduleBRequiredInd,BooleanType
/Return/ReturnData/IRS990/ScheduleJRequired,BooleanType
/Return/ReturnData/IRS990/ScheduleJRequiredInd,BooleanType
/Return/ReturnData/IRS990/ScheduleORequired,BooleanType
/Return/ReturnData/IRS990/ScheduleORequiredInd,BooleanType
/Return/ReturnData/IRS990/School,BooleanType
/Return/ReturnData/IRS990/SchoolOperatingInd,BooleanType
/Return/ReturnData/IRS990/Section162eExpenditures,USAmountType
/Return/ReturnData/IRS990/SentDuesNotices,BooleanType
/Return/ReturnData/IRS990/SepReturnFiledByMemberOfGroup,BooleanType
/Return/ReturnData/IRS990/SignificantChange,BooleanType
/Return/ReturnData/IRS990/SignificantChangeInd,BooleanType
/Return/ReturnData/IRS990/SignificantNewProgramServices,BooleanType
/Return/ReturnData/IRS990/SignificantNewProgramSrvcInd,BooleanType
/Return/ReturnData/IRS990/SpecialConditionDesc,TextType
/Return/ReturnData/IRS990/SpecialConditionDescription,TextType
/Return/ReturnData/IRS990/SpecialEventsDirectExpenses,USAmountNNType
/Return/ReturnData/IRS990/SpecialEventsGrossRevenue,USAmountNNType
/Return/ReturnData/IRS990/SpecialEventsNetIncomeLoss,USAmountType
/Return/ReturnData/IRS990/SpecificAssistanceIndividuals/ProgramServices,USAmountNNType
/Return/ReturnData/IRS990/SpecificAssistanceIndividuals/Total,USAmountNNType
/Return/ReturnData/IRS990/StateLegalDomicile,StateType
/Return/ReturnData/IRS990/StateRequiredReserves,USAmountType
/Return/ReturnData/IRS990/StateRequiredReservesAmt,USAmountType
/Return/ReturnData/IRS990/StatesWhereCopyOfReturnIsFiled,StateType
/Return/ReturnData/IRS990/StatesWhereCopyOfReturnIsFldCd,StateType
/Return/ReturnData/IRS990/SubjectToProxyTax,BooleanType
/Return/ReturnData/IRS990/SubjectToProxyTaxInd,BooleanType
/Return/ReturnData/IRS990/SubtotalsPartVII/ExclusionAmount,USAmountType
/Return/ReturnData/IRS990/SubtotalsPartVII/RelatedOrExemptFunctionIncome,USAmountType
/Return/ReturnData/IRS990/SubtotalsPartVII/UnrelatedBusinessIncomeAmount,USAmountType
/Return/ReturnData/IRS990/Supplies/Fundraising,USAmountNNType
/Return/ReturnData/IRS990/Supplies/ManagementAndGeneral,USAmountNNType
/Return/ReturnData/IRS990/Supplies/ProgramServices,USAmountNNType
/Return/ReturnData/IRS990/Supplies/Total,USAmountNNType
/Return/ReturnData/IRS990/TaxableAmount,USAmountType
/Return/ReturnData/IRS990/TaxableDistributions,BooleanType
/Return/ReturnData/IRS990/TaxableDistributionsInd,BooleanType
/Return/ReturnData/IRS990/TaxablePartyNotification,BooleanType
/Return/ReturnData/IRS990/TaxablePartyNotificationInd,BooleanType
/Return/ReturnData/IRS990/TaxExemptBondLiabilities/BOY,USAmountType
/Return/ReturnData/IRS990/TaxExemptBondLiabilities/EOY,USAmountType
/Return/ReturnData/IRS990/TaxExemptBondLiabilitiesGrp/BOYAmt,USAmountType
/Return/ReturnData/IRS990/TaxExemptBondLiabilitiesGrp/EOYAmt,USAmountType
/Return/ReturnData/IRS990/TaxExemptBonds,BooleanType
/Return/ReturnData/IRS990/TaxExemptBondsInd,BooleanType
/Return/ReturnData/IRS990/TaxExemptInterestAmt,USAmountType
/Return/ReturnData/IRS990/TaxImposedUnderIRC4911,USAmountNNType
/Return/ReturnData/IRS990/TaxImposedUnderIRC4912,USAmountNNType
/Return/ReturnData/IRS990/TaxImposedUnderIRC4955,USAmountNNType
/Return/ReturnData/IRS990/Telephone/Fundraising,USAmountNNType
/Return/ReturnData/IRS990/Telephone/ManagementAndGeneral,USAmountNNType
/Return/ReturnData/IRS990/Telephone/ProgramServices,USAmountNNType
/Return/ReturnData/IRS990/Telephone/Total,USAmountNNType
/Return/ReturnData/IRS990/TemporarilyRestrictedNetAssets/BOY,USAmountType
/Return/ReturnData/IRS990/TemporarilyRestrictedNetAssets/EOY,USAmountType
/Return/ReturnData/IRS990/TemporarilyRstrNetAssetsGrp/BOYAmt,USAmountType
/Return/ReturnData/IRS990/TemporarilyRstrNetAssetsGrp/EOYAmt,USAmountType
/Return/ReturnData/IRS990/TempOrPermanentEndowmentsInd,BooleanType
/Return/ReturnData/IRS990/Terminated,BooleanType
/Return/ReturnData/IRS990/TerminatedReturn,CheckboxType
/Return/ReturnData/IRS990/TerminateOperationsInd,BooleanType
/Return/ReturnData/IRS990/TerminationOrContraction,CheckboxType
/Return/ReturnData/IRS990/TermOrPermanentEndowments,BooleanType
/Return/ReturnData/IRS990/TheBooksAreInCareOf/AddressForeign/AddressLine1,StreetAddressType
/Return/ReturnData/IRS990/TheBooksAreInCareOf/AddressForeign/AddressLine2,StreetAddressType
/Return/ReturnData/IRS990/TheBooksAreInCareOf/AddressForeign/City,TextType
/Return/ReturnData/IRS990/TheBooksAreInCareOf/AddressForeign/Country,CountryType
/Return/ReturnData/IRS990/TheBooksAreInCareOf/AddressForeign/PostalCode,TextType
/Return/ReturnData/IRS990/TheBooksAreInCareOf/AddressForeign/ProvinceOrState,TextType
/Return/ReturnData/IRS990/TheBooksAreInCareOf/AddressUS/AddressLine1,StreetAddressType
/Return/ReturnData/IRS990/TheBooksAreInCareOf/AddressUS/AddressLine2,StreetAddressType
/Return/ReturnData/IRS990/TheBooksAreInCareOf/AddressUS/City,CityType
/Return/ReturnData/IRS990/TheBooksAreInCareOf/AddressUS/State,StateType
/Return/ReturnData/IRS990/TheBooksAreInCareOf/AddressUS/ZIPCode,ZIPCodeType
